Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401004 Álamo, El sección 01004;Distribución de la renta P80/P20;2023;2,6
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401004 Álamo, El sección 01004;Distribución de la renta P80/P20;2022;2,7
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401004 Álamo, El sección 01004;Distribución de la renta P80/P20;2021;2,7
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401004 Álamo, El sección 01004;Distribución de la renta P80/P20;2020;2,8
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401004 Álamo, El sección 01004;Distribución de la renta P80/P20;2019;2,8
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401004 Álamo, El sección 01004;Distribución de la renta P80/P20;2018;2,8
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401004 Álamo, El sección 01004;Distribución de la renta P80/P20;2017;2,8
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401004 Álamo, El sección 01004;Distribución de la renta P80/P20;2016;3,3
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401004 Álamo, El sección 01004;Distribución de la renta P80/P20;2015;2,9
28005 Alcalá de Henares;;;Índice de Gini;2023;29,7
28005 Alcalá de Henares;;;Índice de Gini;2022;30,1
28005 Alcalá de Henares;;;Índice de Gini;2021;30,2
28005 Alcalá de Henares;;;Índice de Gini;2020;30,8
28005 Alcalá de Henares;;;Índice de Gini;2019;30,4
28005 Alcalá de Henares;;;Índice de Gini;2018;31,1
28005 Alcalá de Henares;;;Índice de Gini;2017;31,8
28005 Alcalá de Henares;;;Índice de Gini;2016;34
28005 Alcalá de Henares;;;Índice de Gini;2015;33,3
28005 Alcalá de Henares;;;Distribución de la renta P80/P20;2023;2,5
28005 Alcalá de Henares;;;Distribución de la renta P80/P20;2022;2,6
28005 Alcalá de Henares;;;Distribución de la renta P80/P20;2021;2,7
28005 Alcalá de Henares;;;Distribución de la renta P80/P20;2020;2,6
28005 Alcalá de Henares;;;Distribución de la renta P80/P20;2019;2,6
28005 Alcalá de Henares;;;Distribución de la renta P80/P20;2018;2,7
28005 Alcalá de Henares;;;Distribución de la renta P80/P20;2017;2,7
28005 Alcalá de Henares;;;Distribución de la renta P80/P20;2016;3,1
28005 Alcalá de Henares;;;Distribución de la renta P80/P20;2015;3,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Índice de Gini;2023;31,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Índice de Gini;2022;31,7
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Índice de Gini;2021;31,4
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Índice de Gini;2020;32,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Índice de Gini;2019;32,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Índice de Gini;2018;32,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Índice de Gini;2017;33,4
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Índice de Gini;2016;36,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Índice de Gini;2015;35,4
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Distribución de la renta P80/P20;2023;2,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Distribución de la renta P80/P20;2022;2,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Distribución de la renta P80/P20;2021;2,7
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Distribución de la renta P80/P20;2020;2,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Distribución de la renta P80/P20;2019;2,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Distribución de la renta P80/P20;2018;2,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Distribución de la renta P80/P20;2017;3,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Distribución de la renta P80/P20;2016;3,3
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Distribución de la renta P80/P20;2015;3,3
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Índice de Gini;2023;32,7
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Índice de Gini;2022;33,4
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Índice de Gini;2021;31,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Índice de Gini;2020;33,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Índice de Gini;2019;32,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Índice de Gini;2018;32,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Índice de Gini;2017;33,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Índice de Gini;2016;36,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Índice de Gini;2015;36,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Distribución de la renta P80/P20;2023;3,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Distribución de la renta P80/P20;2022;3,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Distribución de la renta P80/P20;2021;2,6
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Distribución de la renta P80/P20;2020;3
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Distribución de la renta P80/P20;2019;2,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Distribución de la renta P80/P20;2018;2,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Distribución de la renta P80/P20;2017;3,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Distribución de la renta P80/P20;2016;3,4
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Distribución de la renta P80/P20;2015;3,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Índice de Gini;2023;31,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Índice de Gini;2022;29,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Índice de Gini;2021;29,6
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Índice de Gini;2020;32,4
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Índice de Gini;2019;31,4
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Índice de Gini;2018;31,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Índice de Gini;2017;34,3
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Índice de Gini;2016;36,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Índice de Gini;2015;34,6
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Distribución de la renta P80/P20;2023;3
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Distribución de la renta P80/P20;2022;2,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Distribución de la renta P80/P20;2021;2,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Distribución de la renta P80/P20;2020;3,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Distribución de la renta P80/P20;2019;2,7
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Distribución de la renta P80/P20;2018;3,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Distribución de la renta P80/P20;2017;3,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Distribución de la renta P80/P20;2016;3,4
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Distribución de la renta P80/P20;2015;3,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Índice de Gini;2023;31,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Índice de Gini;2022;32,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Índice de Gini;2021;32,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Índice de Gini;2020;31,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Índice de Gini;2019;31,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Índice de Gini;2018;32,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Índice de Gini;2017;34,3
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Índice de Gini;2016;36,4
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Índice de Gini;2015;35
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Distribución de la renta P80/P20;2023;3
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Distribución de la renta P80/P20;2022;2,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Distribución de la renta P80/P20;2021;2,6
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Distribución de la renta P80/P20;2020;2,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Distribución de la renta P80/P20;2019;2,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Distribución de la renta P80/P20;2018;2,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Distribución de la renta P80/P20;2017;3,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Distribución de la renta P80/P20;2016;3,3
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Distribución de la renta P80/P20;2015;3,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Índice de Gini;2023;31,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Índice de Gini;2022;31,6
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Índice de Gini;2021;29,6
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Índice de Gini;2020;30,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Índice de Gini;2019;31,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Índice de Gini;2018;31,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Índice de Gini;2017;31,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Índice de Gini;2016;33,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Índice de Gini;2015;34
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Distribución de la renta P80/P20;2023;2,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Distribución de la renta P80/P20;2022;2,6
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Distribución de la renta P80/P20;2021;2,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Distribución de la renta P80/P20;2020;2,6
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Distribución de la renta P80/P20;2019;2,7
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Distribución de la renta P80/P20;2018;2,7
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Distribución de la renta P80/P20;2017;2,7
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Distribución de la renta P80/P20;2016;3
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Distribución de la renta P80/P20;2015;3,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Índice de Gini;2023;32,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Índice de Gini;2022;34,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Índice de Gini;2021;34,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Índice de Gini;2020;34,4
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Índice de Gini;2019;34,6
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Índice de Gini;2018;36
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Índice de Gini;2017;36,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Índice de Gini;2016;38,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Índice de Gini;2015;37,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Distribución de la renta P80/P20;2023;2,7
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Distribución de la renta P80/P20;2022;2,7
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Distribución de la renta P80/P20;2021;3
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Distribución de la renta P80/P20;2020;3,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Distribución de la renta P80/P20;2019;3,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Distribución de la renta P80/P20;2018;3,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Distribución de la renta P80/P20;2017;3,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Distribución de la renta P80/P20;2016;3,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Distribución de la renta P80/P20;2015;3,6
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Índice de Gini;2023;25,7
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Índice de Gini;2022;26,8
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Índice de Gini;2021;27,9
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Índice de Gini;2020;29,1
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Índice de Gini;2019;28,6
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Índice de Gini;2018;28,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Índice de Gini;2017;27,5
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Índice de Gini;2016;31
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Índice de Gini;2015;30,2
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Distribución de la renta P80/P20;2023;2,4
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Distribución de la renta P80/P20;2022;2,5
